anchor_data_id,anchor_entity,anchor_wikipedia_url,anchor_entity_type,anchor_question,anchor_answer,anchor_question_type,target_side,method1_pair_entity,method1_pair_data_id,method1_pair_wikipedia_url,method1_pair_type,method1_similarity_basis,method1_composite_layout,method1_query,method1_expected_answer,method2_pair_entity,method2_pair_data_id,method2_pair_wikipedia_url,method2_pair_type,method2_similarity_basis,method2_composite_layout,method2_query,method2_query_with_position,method2_query_without_position,method2_expected_answer,distractor_entity,distractor_wikipedia_url,anchor_image_id,anchor_image_path,method1_pair_image_id,method1_pair_image_path,method2_pair_image_id,method2_pair_image_path,method1_composite_image_path,method2_composite_image_path,method1_image_status,method2_image_status,image_error
infoseek_val_00064464,Morchella esculenta,https://en.wikipedia.org/wiki/Morchella_esculenta,plant,What is the hymenium type of this plant?,smooth,String,left,Cerioporus squamosus,infoseek_val_00049232,https://en.wikipedia.org/wiki/Cerioporus_squamosus,plant,same_type+same_question,Morchella esculenta(left) + Cerioporus squamosus(right),What is the hymenium type of the plant on the left?,smooth,Volkswagen Golf Mk3,infoseek_val_00010121,https://en.wikipedia.org/wiki/Volkswagen_Golf_Mk3,vehicle,different_entity_type+cross_family,Morchella esculenta(left) + Volkswagen Golf Mk3(right),What is the hymenium type of the plant on the left?,What is the hymenium type of the plant on the left?,What is the hymenium type of this plant?,smooth,Volkswagen Golf Mk3,https://en.wikipedia.org/wiki/Volkswagen_Golf_Mk3,oven_05042575,images/infoseek/val/oven_05042575.JPEG,oven_05043415,images/infoseek/val/oven_05043415.JPEG,oven_04950706,images/infoseek/val/oven_04950706.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1562_infoseek_val_00064464__m1__infoseek_val_00049232.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1562_infoseek_val_00064464__m2__infoseek_val_00010121.jpg,saved,saved,
infoseek_val_00034448,Smilax tamnoides,https://en.wikipedia.org/wiki/Smilax_tamnoides,plant,What is the closest parent family of this plant?,Smilacaceae,String,right,Claviceps purpurea,infoseek_val_00058455,https://en.wikipedia.org/wiki/Claviceps_purpurea,plant,same_type+same_question,Smilax tamnoides(right) + Claviceps purpurea(left),What is the closest parent family of the plant on the right?,Smilacaceae,"Albert Bridge, London",infoseek_val_00000256,"https://en.wikipedia.org/wiki/Albert_Bridge,_London",bridge,different_entity_type+cross_family,"Smilax tamnoides(right) + Albert Bridge, London(left)",What is the closest parent family of the plant on the right?,What is the closest parent family of the plant on the right?,What is the closest parent family of this plant?,Smilacaceae,"Albert Bridge, London","https://en.wikipedia.org/wiki/Albert_Bridge,_London",oven_05041726,images/infoseek/val/oven_05041726.jpg,oven_05069449,images/infoseek/val/oven_05069449.JPEG,oven_04957629,images/infoseek/val/oven_04957629.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1563_infoseek_val_00034448__m1__infoseek_val_00058455.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1563_infoseek_val_00034448__m2__infoseek_val_00000256.jpg,saved,saved,
infoseek_val_00057139,Batalha Monastery,https://en.wikipedia.org/wiki/Batalha_Monastery,building,What is the architectural style of this building?,Late Flamboyant Gothic architecture intermingled with the Manueline style,String,left,Guangxiao Temple (Guangzhou),infoseek_val_00045037,https://en.wikipedia.org/wiki/Guangxiao_Temple_(Guangzhou),building,same_type+same_question,Batalha Monastery(left) + Guangxiao Temple (Guangzhou)(right),What is the architectural style of the building on the left?,Late Flamboyant Gothic architecture intermingled with the Manueline style,Asian elephant,infoseek_val_00006972,https://en.wikipedia.org/wiki/Asian_elephant,animal,different_entity_type+cross_family,Batalha Monastery(left) + Asian elephant(right),What is the architectural style of the building on the left?,What is the architectural style of the building on the left?,What is the architectural style of this building?,Late Flamboyant Gothic architecture intermingled with the Manueline style,Asian elephant,https://en.wikipedia.org/wiki/Asian_elephant,oven_05020590,images/infoseek/val/oven_05020590.jpg,oven_05017478,images/infoseek/val/oven_05017478.jpg,oven_04970875,images/infoseek/val/oven_04970875.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1564_infoseek_val_00057139__m1__infoseek_val_00045037.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1564_infoseek_val_00057139__m2__infoseek_val_00006972.jpg,saved,saved,
infoseek_val_00000342,Kessock Bridge,https://en.wikipedia.org/wiki/Kessock_Bridge,bridge,What is the length of this bridge in metre?,1056,Numerical,right,Blackfriars Bridge,infoseek_val_00061999,https://en.wikipedia.org/wiki/Blackfriars_Bridge,bridge,same_type+same_question,Kessock Bridge(right) + Blackfriars Bridge(left),What is the length of the bridge on the right in metre?,1056,Pachysphinx modesta,infoseek_val_00057325,https://en.wikipedia.org/wiki/Pachysphinx_modesta,insect,different_entity_type+cross_family,Kessock Bridge(right) + Pachysphinx modesta(left),What is the length of the bridge on the right in metre?,What is the length of the bridge on the right in metre?,What is the length of this bridge in metre?,1056,Pachysphinx modesta,https://en.wikipedia.org/wiki/Pachysphinx_modesta,oven_04956102,images/infoseek/val/oven_04956102.jpg,oven_05015057,images/infoseek/val/oven_05015057.jpg,oven_05040808,images/infoseek/val/oven_05040808.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1565_infoseek_val_00000342__m1__infoseek_val_00061999.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1565_infoseek_val_00000342__m2__infoseek_val_00057325.jpg,saved,saved,
infoseek_val_00027171,Fire station,https://en.wikipedia.org/wiki/Fire_station,building,Which organization or group typically occupies this building?,firefighters and support staff,String,left,Twin Pagoda Temple,infoseek_val_00021712,https://en.wikipedia.org/wiki/Twin_Pagoda_Temple,building,same_type,Fire station(left) + Twin Pagoda Temple(right),Which organization or group typically occupies the building on the left?,firefighters and support staff,Boeing 767,infoseek_val_00037361,https://en.wikipedia.org/wiki/Boeing_767,aircraft,different_entity_type+cross_family,Fire station(left) + Boeing 767(right),Which organization or group typically occupies the building on the left?,Which organization or group typically occupies the building on the left?,Which organization or group typically occupies this building?,firefighters and support staff,Boeing 767,https://en.wikipedia.org/wiki/Boeing_767,oven_04944881,images/infoseek/val/oven_04944881.jpg,oven_05018650,images/infoseek/val/oven_05018650.jpg,oven_00001164,images/infoseek/val/oven_00001164.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1566_infoseek_val_00027171__m1__infoseek_val_00021712.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1566_infoseek_val_00027171__m2__infoseek_val_00037361.jpg,saved,saved,
infoseek_val_00046390,Tupolev Tu-154,https://en.wikipedia.org/wiki/Tupolev_Tu-154,aircraft,Who is the manufacturer of this aircraft?,Tupolev,String,right,Boeing 767,infoseek_val_00037361,https://en.wikipedia.org/wiki/Boeing_767,aircraft,same_type+same_question,Tupolev Tu-154(right) + Boeing 767(left),Who is the manufacturer of the aircraft on the right?,Tupolev,Pangong Tso,infoseek_val_00001040,https://en.wikipedia.org/wiki/Pangong_Tso,lake,different_entity_type+cross_family,Tupolev Tu-154(right) + Pangong Tso(left),Who is the manufacturer of the aircraft on the right?,Who is the manufacturer of the aircraft on the right?,Who is the manufacturer of this aircraft?,Tupolev,Pangong Tso,https://en.wikipedia.org/wiki/Pangong_Tso,oven_05009756,images/infoseek/val/oven_05009756.jpg,oven_00001164,images/infoseek/val/oven_00001164.jpg,oven_04951345,images/infoseek/val/oven_04951345.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1567_infoseek_val_00046390__m1__infoseek_val_00037361.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1567_infoseek_val_00046390__m2__infoseek_val_00001040.jpg,saved,saved,
infoseek_val_00043033,Yellow-faced grassquit,https://en.wikipedia.org/wiki/Yellow-faced_grassquit,bird,What is the genus of this bird?,Tiaris,String,left,Purple finch,infoseek_val_00037172,https://en.wikipedia.org/wiki/Purple_finch,bird,same_type+same_question,Yellow-faced grassquit(left) + Purple finch(right),What is the genus of the bird on the left?,Tiaris,Danish pastry,infoseek_val_00005021,https://en.wikipedia.org/wiki/Danish_pastry,food,different_entity_type+cross_family,Yellow-faced grassquit(left) + Danish pastry(right),What is the genus of the bird on the left?,What is the genus of the bird on the left?,What is the genus of this bird?,Tiaris,Danish pastry,https://en.wikipedia.org/wiki/Danish_pastry,oven_05037367,images/infoseek/val/oven_05037367.jpg,oven_05042019,images/infoseek/val/oven_05042019.JPEG,oven_05000998,images/infoseek/val/oven_05000998.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1568_infoseek_val_00043033__m1__infoseek_val_00037172.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1568_infoseek_val_00043033__m2__infoseek_val_00005021.jpg,saved,saved,
infoseek_val_00054132,Pont du Carrousel,https://en.wikipedia.org/wiki/Pont_du_Carrousel,bridge,In which city is this bridge located?,Paris,String,right,Pont des Invalides,infoseek_val_00026180,https://en.wikipedia.org/wiki/Pont_des_Invalides,bridge,same_type+same_question,Pont du Carrousel(right) + Pont des Invalides(left),In which city is the bridge on the right located?,Paris,Abel Tasman National Park,infoseek_val_00018123,https://en.wikipedia.org/wiki/Abel_Tasman_National_Park,park,different_entity_type+cross_family,Pont du Carrousel(right) + Abel Tasman National Park(left),In which city is the bridge on the right located?,In which city is the bridge on the right located?,In which city is this bridge located?,Paris,Abel Tasman National Park,https://en.wikipedia.org/wiki/Abel_Tasman_National_Park,oven_05020932,images/infoseek/val/oven_05020932.jpg,oven_05014753,images/infoseek/val/oven_05014753.jpg,oven_04958861,images/infoseek/val/oven_04958861.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1569_infoseek_val_00054132__m1__infoseek_val_00026180.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1569_infoseek_val_00054132__m2__infoseek_val_00018123.jpg,saved,saved,
infoseek_val_00014779,Dolomedes minor,https://en.wikipedia.org/wiki/Dolomedes_minor,animal,What is the closest parent taxonomic rank of this animal?,Pisauridae,String,left,Eastern chimpanzee,infoseek_val_00065816,https://en.wikipedia.org/wiki/Eastern_chimpanzee,animal,same_type+same_question,Dolomedes minor(left) + Eastern chimpanzee(right),What is the closest parent taxonomic rank of the animal on the left?,Pisauridae,Tyne Cot,infoseek_val_00008130,https://en.wikipedia.org/wiki/Tyne_Cot,facility,different_entity_type+cross_family,Dolomedes minor(left) + Tyne Cot(right),What is the closest parent taxonomic rank of the animal on the left?,What is the closest parent taxonomic rank of the animal on the left?,What is the closest parent taxonomic rank of this animal?,Pisauridae,Tyne Cot,https://en.wikipedia.org/wiki/Tyne_Cot,oven_04970800,images/infoseek/val/oven_04970800.jpg,oven_05050766,images/infoseek/val/oven_05050766.JPEG,oven_04958384,images/infoseek/val/oven_04958384.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1570_infoseek_val_00014779__m1__infoseek_val_00065816.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1570_infoseek_val_00014779__m2__infoseek_val_00008130.jpg,saved,saved,
infoseek_val_00064835,Poinsettia,https://en.wikipedia.org/wiki/Poinsettia,plant,What is the closest upper taxonomic rank of this plant?,Euphorbiaceae,String,right,Ficus aurea,infoseek_val_00016944,https://en.wikipedia.org/wiki/Ficus_aurea,plant,same_type+same_question,Poinsettia(right) + Ficus aurea(left),What is the closest upper taxonomic rank of the plant on the right?,Euphorbiaceae,Panarea,infoseek_val_00027302,https://en.wikipedia.org/wiki/Panarea,island,different_entity_type+cross_family,Poinsettia(right) + Panarea(left),What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of this plant?,Euphorbiaceae,Panarea,https://en.wikipedia.org/wiki/Panarea,oven_04944669,images/infoseek/val/oven_04944669.JPEG,oven_05007247,images/infoseek/val/oven_05007247.JPEG,oven_05012927,images/infoseek/val/oven_05012927.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1571_infoseek_val_00064835__m1__infoseek_val_00016944.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1571_infoseek_val_00064835__m2__infoseek_val_00027302.jpg,saved,saved,
infoseek_val_00054995,Celastrina lucia,https://en.wikipedia.org/wiki/Celastrina_lucia,insect,What is the closest upper taxonomic rank of this insect?,Lycaenidae,String,left,Bombylius major,infoseek_val_00029866,https://en.wikipedia.org/wiki/Bombylius_major,insect,same_type+same_question,Celastrina lucia(left) + Bombylius major(right),What is the closest upper taxonomic rank of the insect on the left?,Lycaenidae,Tsumago-juku,infoseek_val_00045646,https://en.wikipedia.org/wiki/Tsumago-juku,town,different_entity_type+cross_family,Celastrina lucia(left) + Tsumago-juku(right),What is the closest upper taxonomic rank of the insect on the left?,What is the closest upper taxonomic rank of the insect on the left?,What is the closest upper taxonomic rank of this insect?,Lycaenidae,Tsumago-juku,https://en.wikipedia.org/wiki/Tsumago-juku,oven_05040963,images/infoseek/val/oven_05040963.jpg,oven_05043482,images/infoseek/val/oven_05043482.jpg,oven_05021020,images/infoseek/val/oven_05021020.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1572_infoseek_val_00054995__m1__infoseek_val_00029866.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1572_infoseek_val_00054995__m2__infoseek_val_00045646.jpg,saved,saved,
infoseek_val_00058407,Tussilago,https://en.wikipedia.org/wiki/Tussilago,plant,What is the closest parent tribe of this plant?,Senecioneae,String,right,Jujube,infoseek_val_00051702,https://en.wikipedia.org/wiki/Jujube,plant,same_type,Tussilago(right) + Jujube(left),What is the closest parent tribe of the plant on the right?,Senecioneae,Reculver,infoseek_val_00015884,https://en.wikipedia.org/wiki/Reculver,village,different_entity_type+cross_family,Tussilago(right) + Reculver(left),What is the closest parent tribe of the plant on the right?,What is the closest parent tribe of the plant on the right?,What is the closest parent tribe of this plant?,Senecioneae,Reculver,https://en.wikipedia.org/wiki/Reculver,oven_05039318,images/infoseek/val/oven_05039318.JPEG,oven_05063492,images/infoseek/val/oven_05063492.JPEG,oven_04953542,images/infoseek/val/oven_04953542.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1573_infoseek_val_00058407__m1__infoseek_val_00051702.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1573_infoseek_val_00058407__m2__infoseek_val_00015884.jpg,saved,saved,
infoseek_val_00063229,Anacridium aegyptium,https://en.wikipedia.org/wiki/Anacridium_aegyptium,insect,What genus does this insect belong to?,Anacridium,String,left,Eastern amberwing,infoseek_val_00026148,https://en.wikipedia.org/wiki/Eastern_amberwing,insect,same_type+same_question,Anacridium aegyptium(left) + Eastern amberwing(right),What genus does the insect on the left belong to?,Anacridium,Plywood,infoseek_val_00024454,https://en.wikipedia.org/wiki/Plywood,material,different_entity_type+cross_family,Anacridium aegyptium(left) + Plywood(right),What genus does the insect on the left belong to?,What genus does the insect on the left belong to?,What genus does this insect belong to?,Anacridium,Plywood,https://en.wikipedia.org/wiki/Plywood,oven_05034284,images/infoseek/val/oven_05034284.jpg,oven_05041353,images/infoseek/val/oven_05041353.jpg,oven_04947929,images/infoseek/val/oven_04947929.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1574_infoseek_val_00063229__m1__infoseek_val_00026148.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1574_infoseek_val_00063229__m2__infoseek_val_00024454.jpg,saved,saved,
infoseek_val_00001870,Het Steen,https://en.wikipedia.org/wiki/Het_Steen,building,In which city is this building located?,Antwerp,String,right,Niterói Contemporary Art Museum,infoseek_val_00066263,https://en.wikipedia.org/wiki/Niter%C3%B3i_Contemporary_Art_Museum,building,same_type+same_question,Het Steen(right) + Niterói Contemporary Art Museum(left),In which city is the building on the right located?,Antwerp,Crucian carp,infoseek_val_00035556,https://en.wikipedia.org/wiki/Crucian_carp,fish,different_entity_type+cross_family,Het Steen(right) + Crucian carp(left),In which city is the building on the right located?,In which city is the building on the right located?,In which city is this building located?,Antwerp,Crucian carp,https://en.wikipedia.org/wiki/Crucian_carp,oven_04952113,images/infoseek/val/oven_04952113.jpg,oven_05020440,images/infoseek/val/oven_05020440.jpg,oven_05046952,images/infoseek/val/oven_05046952.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1575_infoseek_val_00001870__m1__infoseek_val_00066263.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1575_infoseek_val_00001870__m2__infoseek_val_00035556.jpg,saved,saved,
infoseek_val_00040069,Alligator,https://en.wikipedia.org/wiki/Alligator,animal,What is the closest upper taxonomy of this animal?,Alligatorinae,String,left,Catfish,infoseek_val_00022492,https://en.wikipedia.org/wiki/Catfish,animal,same_type+same_question,Alligator(left) + Catfish(right),What is the closest upper taxonomy of the animal on the left?,Alligatorinae,Bayombong Cathedral,infoseek_val_00021894,https://en.wikipedia.org/wiki/Bayombong_Cathedral,building,different_entity_type+cross_family,Alligator(left) + Bayombong Cathedral(right),What is the closest upper taxonomy of the animal on the left?,What is the closest upper taxonomy of the animal on the left?,What is the closest upper taxonomy of this animal?,Alligatorinae,Bayombong Cathedral,https://en.wikipedia.org/wiki/Bayombong_Cathedral,oven_04945339,images/infoseek/val/oven_04945339.JPEG,oven_05050890,images/infoseek/val/oven_05050890.JPEG,oven_05012594,images/infoseek/val/oven_05012594.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1576_infoseek_val_00040069__m1__infoseek_val_00022492.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1576_infoseek_val_00040069__m2__infoseek_val_00021894.jpg,saved,saved,
infoseek_val_00023941,Royal National Park,https://en.wikipedia.org/wiki/Royal_National_Park,park,What country does this park belong to?,Australia,String,right,Parc de Saint-Cloud,infoseek_val_00047504,https://en.wikipedia.org/wiki/Parc_de_Saint-Cloud,park,same_type+same_question,Royal National Park(right) + Parc de Saint-Cloud(left),What country does the park on the right belong to?,Australia,Ileodictyon cibarium,infoseek_val_00010705,https://en.wikipedia.org/wiki/Ileodictyon_cibarium,fungus,different_entity_type+cross_family,Royal National Park(right) + Ileodictyon cibarium(left),What country does the park on the right belong to?,What country does the park on the right belong to?,What country does this park belong to?,Australia,Ileodictyon cibarium,https://en.wikipedia.org/wiki/Ileodictyon_cibarium,oven_05024708,images/infoseek/val/oven_05024708.jpg,oven_05018543,images/infoseek/val/oven_05018543.jpg,oven_04962649,images/infoseek/val/oven_04962649.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1577_infoseek_val_00023941__m1__infoseek_val_00047504.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1577_infoseek_val_00023941__m2__infoseek_val_00010705.jpg,saved,saved,
infoseek_val_00015199,Fokker 70,https://en.wikipedia.org/wiki/Fokker_70,vehicle,What country developed this vehicle?,the Netherlands,String,left,Chevrolet Malibu,infoseek_val_00001811,https://en.wikipedia.org/wiki/Chevrolet_Malibu,vehicle,same_type,Fokker 70(left) + Chevrolet Malibu(right),What country developed the vehicle on the left?,the Netherlands,Coprosma lucida,infoseek_val_00000221,https://en.wikipedia.org/wiki/Coprosma_lucida,plant,different_entity_type+cross_family,Fokker 70(left) + Coprosma lucida(right),What country developed the vehicle on the left?,What country developed the vehicle on the left?,What country developed this vehicle?,the Netherlands,Coprosma lucida,https://en.wikipedia.org/wiki/Coprosma_lucida,oven_04950520,images/infoseek/val/oven_04950520.jpg,oven_04950650,images/infoseek/val/oven_04950650.jpg,oven_04962958,images/infoseek/val/oven_04962958.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1578_infoseek_val_00015199__m1__infoseek_val_00001811.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1578_infoseek_val_00015199__m2__infoseek_val_00000221.jpg,saved,saved,
infoseek_val_00027706,Puente de la Mujer,https://en.wikipedia.org/wiki/Puente_de_la_Mujer,bridge,What is the total length in metres of this bridge?,170,Numerical,right,Pont des Invalides,infoseek_val_00026180,https://en.wikipedia.org/wiki/Pont_des_Invalides,bridge,same_type,Puente de la Mujer(right) + Pont des Invalides(left),What is the total length in metres of the bridge on the right?,170,Black phoebe,infoseek_val_00066219,https://en.wikipedia.org/wiki/Black_phoebe,bird,different_entity_type+cross_family,Puente de la Mujer(right) + Black phoebe(left),What is the total length in metres of the bridge on the right?,What is the total length in metres of the bridge on the right?,What is the total length in metres of this bridge?,170,Black phoebe,https://en.wikipedia.org/wiki/Black_phoebe,oven_05026893,images/infoseek/val/oven_05026893.jpg,oven_05014753,images/infoseek/val/oven_05014753.jpg,oven_05043525,images/infoseek/val/oven_05043525.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1579_infoseek_val_00027706__m1__infoseek_val_00026180.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1579_infoseek_val_00027706__m2__infoseek_val_00066219.jpg,saved,saved,
infoseek_val_00025371,Fortaleza de Santa Cruz da Barra,https://en.wikipedia.org/wiki/Fortaleza_de_Santa_Cruz_da_Barra,building,In which city is this building located?,Niterói,String,left,Millennium of Russia,infoseek_val_00029973,https://en.wikipedia.org/wiki/Millennium_of_Russia,building,same_type+same_question,Fortaleza de Santa Cruz da Barra(left) + Millennium of Russia(right),In which city is the building on the left located?,Niterói,Viviparous lizard,infoseek_val_00019611,https://en.wikipedia.org/wiki/Viviparous_lizard,animal,different_entity_type+cross_family,Fortaleza de Santa Cruz da Barra(left) + Viviparous lizard(right),In which city is the building on the left located?,In which city is the building on the left located?,In which city is this building located?,Niterói,Viviparous lizard,https://en.wikipedia.org/wiki/Viviparous_lizard,oven_05015813,images/infoseek/val/oven_05015813.jpg,oven_05011417,images/infoseek/val/oven_05011417.jpg,oven_05033550,images/infoseek/val/oven_05033550.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1580_infoseek_val_00025371__m1__infoseek_val_00029973.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1580_infoseek_val_00025371__m2__infoseek_val_00019611.jpg,saved,saved,
infoseek_val_00052555,Huaca de la Luna,https://en.wikipedia.org/wiki/Huaca_de_la_Luna,building,Which culture is associated with this building?,Moche culture,String,right,Machu Picchu,infoseek_val_00033830,https://en.wikipedia.org/wiki/Machu_Picchu,building,same_type+same_question,Huaca de la Luna(right) + Machu Picchu(left),Which culture is associated with the building on the right?,Moche culture,Ochlodes agricola,infoseek_val_00063128,https://en.wikipedia.org/wiki/Ochlodes_agricola,insect,different_entity_type+cross_family,Huaca de la Luna(right) + Ochlodes agricola(left),Which culture is associated with the building on the right?,Which culture is associated with the building on the right?,Which culture is associated with this building?,Moche culture,Ochlodes agricola,https://en.wikipedia.org/wiki/Ochlodes_agricola,oven_05024867,images/infoseek/val/oven_05024867.jpg,oven_05024327,images/infoseek/val/oven_05024327.jpg,oven_05033872,images/infoseek/val/oven_05033872.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1581_infoseek_val_00052555__m1__infoseek_val_00033830.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1581_infoseek_val_00052555__m2__infoseek_val_00063128.jpg,saved,saved,
infoseek_val_00031334,Windermere,https://en.wikipedia.org/wiki/Windermere,lake,What is the elevation of this lake?,39,Numerical,left,Wdzydze Lake,infoseek_val_00005822,https://en.wikipedia.org/wiki/Wdzydze_Lake,lake,same_type,Windermere(left) + Wdzydze Lake(right),What is the elevation of the lake on the left?,39,Segway,infoseek_val_00017505,https://en.wikipedia.org/wiki/Segway,vehicle,different_entity_type+cross_family,Windermere(left) + Segway(right),What is the elevation of the lake on the left?,What is the elevation of the lake on the left?,What is the elevation of this lake?,39,Segway,https://en.wikipedia.org/wiki/Segway,oven_05020188,images/infoseek/val/oven_05020188.jpg,oven_04957083,images/infoseek/val/oven_04957083.jpg,oven_04995713,images/infoseek/val/oven_04995713.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1582_infoseek_val_00031334__m1__infoseek_val_00005822.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1582_infoseek_val_00031334__m2__infoseek_val_00017505.jpg,saved,saved,
infoseek_val_00055200,Orobanche fasciculata,https://en.wikipedia.org/wiki/Orobanche_fasciculata,plant,What is the closest upper taxonomic rank of this plant?,broomrape,String,right,Prunus serotina,infoseek_val_00049542,https://en.wikipedia.org/wiki/Prunus_serotina,plant,same_type+same_question,Orobanche fasciculata(right) + Prunus serotina(left),What is the closest upper taxonomic rank of the plant on the right?,broomrape,Ben Nevis,infoseek_val_00016037,https://en.wikipedia.org/wiki/Ben_Nevis,mountain,different_entity_type+cross_family,Orobanche fasciculata(right) + Ben Nevis(left),What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of this plant?,broomrape,Ben Nevis,https://en.wikipedia.org/wiki/Ben_Nevis,oven_05041321,images/infoseek/val/oven_05041321.jpg,oven_05036521,images/infoseek/val/oven_05036521.JPEG,oven_04955202,images/infoseek/val/oven_04955202.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1583_infoseek_val_00055200__m1__infoseek_val_00049542.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1583_infoseek_val_00055200__m2__infoseek_val_00016037.jpg,saved,saved,
infoseek_val_00031631,Scottish National Gallery,https://en.wikipedia.org/wiki/Scottish_National_Gallery,building,Who designed this building?,William Henry Playfair,String,left,Château de Selles-sur-Cher,infoseek_val_00039100,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Selles-sur-Cher,building,same_type+same_question,Scottish National Gallery(left) + Château de Selles-sur-Cher(right),Who designed the building on the left?,William Henry Playfair,Boeing 767,infoseek_val_00037361,https://en.wikipedia.org/wiki/Boeing_767,aircraft,different_entity_type+cross_family,Scottish National Gallery(left) + Boeing 767(right),Who designed the building on the left?,Who designed the building on the left?,Who designed this building?,William Henry Playfair,Boeing 767,https://en.wikipedia.org/wiki/Boeing_767,oven_05014527,images/infoseek/val/oven_05014527.jpg,oven_05021619,images/infoseek/val/oven_05021619.jpg,oven_00001164,images/infoseek/val/oven_00001164.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1584_infoseek_val_00031631__m1__infoseek_val_00039100.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1584_infoseek_val_00031631__m2__infoseek_val_00037361.jpg,saved,saved,
infoseek_val_00045118,Pseudognaphalium californicum,https://en.wikipedia.org/wiki/Pseudognaphalium_californicum,plant,What is the basionym of this plant?,Gnaphalium californicum,String,right,Persicaria lapathifolia,infoseek_val_00021808,https://en.wikipedia.org/wiki/Persicaria_lapathifolia,plant,same_type+same_question,Pseudognaphalium californicum(right) + Persicaria lapathifolia(left),What is the basionym of the plant on the right?,Gnaphalium californicum,George Washington Bridge,infoseek_val_00001880,https://en.wikipedia.org/wiki/George_Washington_Bridge,bridge,different_entity_type+cross_family,Pseudognaphalium californicum(right) + George Washington Bridge(left),What is the basionym of the plant on the right?,What is the basionym of the plant on the right?,What is the basionym of this plant?,Gnaphalium californicum,George Washington Bridge,https://en.wikipedia.org/wiki/George_Washington_Bridge,oven_05041113,images/infoseek/val/oven_05041113.jpg,oven_05030853,images/infoseek/val/oven_05030853.jpg,oven_04954126,images/infoseek/val/oven_04954126.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1585_infoseek_val_00045118__m1__infoseek_val_00021808.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1585_infoseek_val_00045118__m2__infoseek_val_00001880.jpg,saved,saved,
