data_id,wikipedia_title,wikipedia_url,question_type,encyclopedic_vqa_split,dataset_image_ids,question_before_review,question,answer,evidence,evidence_section_id,evidence_section_title,final_check_reason,dataset_name
E-VQA_4016,Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,multi_answer,test,2782935,In what region has this plant been used medicinally?,In what cultural or regional contexts has this plant been used medicinally?,chinese&&European|the chinese&&European,"Due to the cardiac-enhancing effects of Adonis species (including Adonis vernalis), this plant has a history of use in European and Chinese folk medicine to treat various health problems. It has been used in the Soviet Union to treat edema or swelling and as an alternative cardiac agent.",1,Traditional uses,"The question asks for 'continent' but the expected answer includes 'Chinese' (a nationality/culture, not a continent) and 'European' (a region, not a continent). The evidence mentions 'European and Chinese folk medicine' - neither are continents. The question should match the evidence structure.",inaturalist
E-VQA_4017,Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,multi_answer,test,2775625,what was this plant used for in siberia?,What was this plant used for in Siberia?,heart issues&&malaria&&kidney diseases&&edema&&cardiac edema|heart issues&&malaria&&kidney diseases&&edema,"Due to the cardiac-enhancing effects of Adonis species (including Adonis vernalis), this plant has a history of use in European and Chinese folk medicine to treat various health problems. It has been used in the Soviet Union to treat edema or swelling and as an alternative cardiac agent.",1,Traditional uses,The question specifies 'during the 19th century' but the evidence only mentions 'history of use' and 'used in the Soviet Union' without specific time period alignment. This temporal constraint could make the question unanswerable from the given evidence.,inaturalist
E-VQA_4018,Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,multi_answer,test,2739955,What is a traditional use of this plant?,What is a traditional medicinal use of this plant?,edema&&cardiac edema&&heart issues&&kidney diseases&&malaria|edema&&cardiac edema,"It has been used in the Soviet Union to treat edema or swelling and as an alternative cardiac agent. In 1879, a Russian medical doctor, N.",1,Traditional uses,"The question is specific enough to guide retrieval of the expected answer from the evidence without leaking the answer. The evidence supports the answer, and the question aligns with the original intent.",inaturalist
E-VQA_4019,Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,multi_answer,test,2785119,What flavone comes from this plant?,What flavone compounds come from this plant?,orientin&&vitexin&&luteolin|vitexin&&luteolin&& orientin,"There are many phytochemicals that come from the plant Adonis vernalis including cardiac glycosides such as cymarin and digitoxigenin and flavones including orientin, luteolin, and vitexin.",2,Phytochemicals,"The question uses the phrase 'major flavone' which appears verbatim in the evidence ('flavones including orientin, luteolin, and vitexin'), potentially leaking the answer category and making it too easy to extract the specific compounds without deeper understanding.",inaturalist
E-VQA_4020,Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,multi_answer,test,2779634,What is a notable cardiac glycoside of this plant?,What is a notable cardiac glycoside of this plant?,digitoxigenin&&cymarin&&flavones|digitoxigenin&&cymarin,"There are many phytochemicals that come from the plant Adonis vernalis including cardiac glycosides such as cymarin and digitoxigenin and flavones including orientin, luteolin, and vitexin.",2,Phytochemicals,skipped_q_clear,inaturalist
E-VQA_4021,Adonis vernalis,https://en.wikipedia.org/wiki/Adonis_vernalis,multi_answer,test,2713193,What is a notable flavone found in this plant?,What is a notable flavone found in this plant?,orientin&&luteolin&&vitexin|luteolin&&vitexin&& orientin,"There are many phytochemicals that come from the plant Adonis vernalis including cardiac glycosides such as cymarin and digitoxigenin and flavones including orientin, luteolin, and vitexin.",2,Phytochemicals,skipped_q_clear,inaturalist
E-VQA_4022,Aegopodium podagraria,https://en.wikipedia.org/wiki/Aegopodium_podagraria,multi_answer,test,2719176,What kind of moth eats this plant?,What kind of moth eats this plant?,the grey dagger&&grey pug&&dot|grey dagger&&grey pug&&dot moth,"In Eurasia, it is used as a food plant by the larvae of some species of Lepidoptera, including dot moth, grey dagger and grey pug, although A. podagraria is not the exclusive host to any of these species.",7,Ecology,skipped_q_clear,inaturalist
E-VQA_4023,Cinereous vulture,https://en.wikipedia.org/wiki/Cinereous_vulture,multi_answer,test,2759610,In what tree do these birds nest?,In what tree do these birds nest?,juniper&&wild pear&&almond&&pine &&oak|juniper&&wild pear&&almond&&pine trees&&oak,"The nests can range up to 1.5 to 12 m (4.9 to 39.4 ft) high in a large tree such as an oak, juniper, wild pear, almond or pine trees. Most nesting trees are found along cliffs.",5,Breeding,The question 'In what tree do these birds nest in the Mediterranean region?' contains the phrase 'Mediterranean region' which is not present in the evidence. The evidence only mentions general nesting trees without specifying a geographic region. Adding 'Mediterranean region' introduces new facts not supported by the evidence and could potentially leak or narrow down the expected answer.,inaturalist
E-VQA_4024,Aesculus californica,https://en.wikipedia.org/wiki/Aesculus_californica,multi_answer,test,2689691,What state is this tree native to?,What U.S. state is this tree native to?,california&&Oregon|california,"Aesculus californica, commonly known as the California buckeye or California horse-chestnut, is a species of buckeye native to California and southwestern Oregon.",0,Aesculus californica,"The question is clear, specifies 'U.S. state' to match the evidence, and does not leak the answer. The evidence supports the expected answer.",inaturalist
E-VQA_4025,Migrant hawker,https://en.wikipedia.org/wiki/Migrant_hawker,multi_answer,test,2727420,What part of Europe does this dragonfly inhabit?,In which regions does this dragonfly occur?,europe&&africa&&Baltic region|central europe&&north africa&&southern europe,"mixta occurs in North Africa, southern and central Europe to the Baltic region.",0,Migrant hawker,"The question asks for a single region, but the expected answer contains multiple distinct regions (Europe, Africa, Baltic region). The evidence also mentions multiple regions. The question should be rephrased to allow for a multi-part answer. | detected_answer_leak_in_question",inaturalist
E-VQA_4026,Agama atra,https://en.wikipedia.org/wiki/Agama_atra,multi_answer,test,2771097,In what country can this lizard be found?,In which country can this lizard be found?,south africa&&swaziland&&mozambique&&zimbabwe&&botswana&&Zambia|south africa&&swaziland&&mozambique&&zimbabwe&&botswana&&Zambia,"The southern rock agama or southern African rock agama (Agama atra) is a species of lizard from the family Agamidae that occurs in Southern Africa in Zambia, South Africa, Swaziland, Mozambique, Zimbabwe and Botswana. It lives in small colonies on rocky outcrops, and the males are very conspicuous for their bright blue ...",0,Agama atra,"The question is clear, concise, and does not leak the answer. It directly asks for the country where the lizard can be found, which aligns with the evidence listing multiple countries. The evidence fully supports the expected answer.",inaturalist
E-VQA_4027,Agama atra,https://en.wikipedia.org/wiki/Agama_atra,multi_answer,test,2743914,Where does this lizard live?,Where is this lizard commonly found?,south africa&&Botswana|urban areas&&rocky gardens,The males also take to sitting on top of prominent rocks and are therefore a common sight in mountainous areas of South Africa. The females and young are a more uniform greyish-brown and are much more shy.,1,Description,"The question asks about countries, but the evidence only mentions 'South Africa' without specifying Botswana. The evidence does not fully support the expected answer, making the question ambiguous for retrieving the complete answer.",inaturalist
E-VQA_4028,Agama atra,https://en.wikipedia.org/wiki/Agama_atra,multi_answer,test,2780654,In what province are these lizards not found?,Which South African provinces are outside the natural range of these lizards?,kwazulu-natal&&limpopo&&Mpumalanga|Kwazulu-natal&&limpopo&&Mpumalanga&& Northern Cape,"The natural range of this species is over the entire South Africa and Botswana, excluding only sandy areas of the Northern Cape and portions of the Limpopo, Mpumalanga, and KwaZulu-Natal provinces.",1,Description,"The question 'In what province in South Africa are these lizards not found?' directly contains the phrase 'not found', which is a near-verbatim match to the expected answer's context of exclusion/absence. This could lead a model to infer the answer pattern without properly consulting the evidence.",inaturalist
E-VQA_4029,Agama atra,https://en.wikipedia.org/wiki/Agama_atra,multi_answer,test,2714452,What members of the this lizard population are uniformly greyish-brown?,"Which members of this lizard population exhibit a consistent, single-tone coloration?",females&&young|females&&young,"The females and young are a more uniform greyish-brown and are much more shy. These active, diurnal lizards normally hunt small insects such as ants and termites.",1,Description,"The question contains 'uniformly greyish-brown coloration on their bodies' which appears verbatim in the evidence as 'uniform greyish-brown', making it too easy to locate the answer without proper reasoning.",inaturalist
E-VQA_4030,Red-winged blackbird,https://en.wikipedia.org/wiki/Red-winged_blackbird,multi_answer,test,2728148,What is the call of this bird?,What is the call of this bird?,terrr-eeee&&throaty check&&high slurred whistle|terrr-eeee&&throaty check&&high slurred whistle&&scratchy oak-a-lee&&scolding chatter chit chit chit chit chit chit cheer teer teer teerr,"The calls of the red-winged blackbird are a throaty check and a high slurred whistle, terrr-eeee. The male's song, accompanied by a display of his red shoulder patches, is a scratchy oak-a-lee, except that in many western birds, including bicolored blackbirds, it is ooPREEEEEom.",5,Vocalizations,skipped_q_clear,inaturalist
E-VQA_4031,Tricolored blackbird,https://en.wikipedia.org/wiki/Tricolored_blackbird,multi_answer,test,2696885,what type of development has caused the loss of grasslands used by this bird?,what type of development has caused the loss of grasslands used by this bird?,agricultural development&&urban development|agricultural development&&urban,Native grasslands once used for nesting and feeding have been lost to urban and agricultural development. Birds adapted to nesting in agricultural fields have been disturbed by harvesting during the breeding season.,3,Endangered status,skipped_q_clear,inaturalist
E-VQA_4032,Agrimonia gryposepala,https://en.wikipedia.org/wiki/Agrimonia_gryposepala,multi_answer,test,2760164,what did native peoples use this plant to treat?,what did native peoples use this plant to treat?,diarrhea&&fever|diarrhea&&fever,This plant was used by various indigenous peoples to treat medical problems such as diarrhea and fever.,0,Agrimonia gryposepala,skipped_q_clear,inaturalist
E-VQA_4033,Agrimonia parviflora,https://en.wikipedia.org/wiki/Agrimonia_parviflora,multi_answer,test,2749980,What is a common name for this plant?,What is a common name for this plant?,harvestlice&&small-flowered agrimony&&harvestlice agrimony&&swamp agrimony|harvestlice agrimony&&swamp agrimony&&harvestlice&&Small-flowered agrimony|small-flowered agrimony&&harvestlice agrimony&&swamp agrimony&&harvestlice|harvestlice agrimony&&swamp agrimony&&Small-flowered agrimony&&harvestlice,"Small-flowered agrimony, harvestlice agrimony, swamp agrimony, and harvestlice are its most common names in the United States. This plant species is part of the Rosaceae (rose) family.",0,Agrimonia parviflora,skipped_q_clear,inaturalist
E-VQA_4034,Agrocybe praecox,https://en.wikipedia.org/wiki/Agrocybe_praecox,multi_answer,test,2712139,Where is this mushroom found?,In which continents is this mushroom found?,Europe&&North Africa &&North America|north america&&africa&&Europe,"It is found in Europe, North Africa and North America.",0,Agrocybe praecox,"The question is clear, helps retrieve the answer from the evidence, and does not leak the answer. The evidence directly supports the expected answer.",inaturalist
E-VQA_4035,Agrocybe praecox,https://en.wikipedia.org/wiki/Agrocybe_praecox,multi_answer,test,2747812,Where does this mushroom grow?,Where is this mushroom typically found?,gardens&&fields&&woods|gardens&&fields&&woods,"Agrocybe praecox is a species of brown-spored edible mushroom which appears early in the year in woods, gardens and fields. According to modern taxonomic analysis, it is just one of a cluster of closely similar species which are often referred to as the Agrocybe praecox complex.",0,Agrocybe praecox,"The question 'In what types of environments does this mushroom grow?' contains the word 'environments', which is semantically equivalent to the answer 'gardens&&fields&&woods' (all types of environments). This creates a direct mapping that could leak the answer without requiring evidence retrieval.",inaturalist
E-VQA_4036,Agrocybe praecox,https://en.wikipedia.org/wiki/Agrocybe_praecox,multi_answer,test,2717590,In what season can this mushroom be found?,In what season can this mushroom be found in temperate regions?,spring&&summer&&autumn|spring&&summer&&autumn,"Season: Often observed in spring, but can also occur in summer and autumn.",1,Description,The question is specific enough to retrieve the answer from the evidence without leaking the answer. The evidence clearly supports the expected answer.,inaturalist
E-VQA_4037,Agrocybe praecox,https://en.wikipedia.org/wiki/Agrocybe_praecox,multi_answer,test,2712139,what property of this mushroom is floury?,What property of this mushroom is described as floury?,taste&&Odor|taste&&Odor,Odor and taste: Floury. Taste may be bitter.,1,Description,"The question 'What aspect of this mushroom's taste or odor is floury?' directly includes the answer 'taste' and 'odor' in the question text, which leaks the expected answer.",inaturalist
E-VQA_4038,Agrocybe praecox,https://en.wikipedia.org/wiki/Agrocybe_praecox,multi_answer,test,2709899,who studied this mushroom in 1990?,who studied this mushroom in 1990?,O. K. Miller&&Timothy Flynn |o. k. miller&&Timothy Flynn,The mushroom was first described by Persoon in 1800 as Agaricus praecox. In 1889 Fayod devised the new genus Agrocybe and made A.,2,Taxonomy and related species,skipped_q_clear,inaturalist
E-VQA_4039,Agrotis ipsilon,https://en.wikipedia.org/wiki/Agrotis_ipsilon,multi_answer,test,2706684,What does this moth occasionally eat?,What does this moth occasionally eat?,grasses&&grains|grasses&&grains,"Favored crops include most vegetable plants, alfalfa, clover, cotton, rice, sorghum, strawberry, sugarbeet, tobacco, and occasionally grains and grasses.",4,Caterpillars,skipped_q_clear,inaturalist
E-VQA_4040,Rufous-crowned sparrow,https://en.wikipedia.org/wiki/Rufous-crowned_sparrow,multi_answer,test,2702952,In what season does this bird eat more insects?,In what season does this bird eat more insects?,summer&&spring|summer&&spring|summer&&spring,"In the spring and summer, the bird's diet includes a greater quantity and variety of insects. The rufous-crowned sparrow forages slowly on or near the ground by walking or hopping under shrubs or dense grasses.",6,Diet,"The question 'In what season does this bird eat more insects each year?' contains the phrase 'each year', which directly hints at the expected answer format of multiple seasons (summer&&spring) rather than a single season, potentially leaking the answer structure.",inaturalist
E-VQA_4041,Rufous-crowned sparrow,https://en.wikipedia.org/wiki/Rufous-crowned_sparrow,multi_answer,test,2776436,What insects make up a small part of the diet of this bird?,What insects make up a small part of the diet of this bird?,ants&&grasshoppers&&scale insects&&ground beetles&&spiders|ants&&grasshoppers&&scale insects&&ground beetles&&spiders |ants&&grasshoppers&&scale insects&&ground beetles&&spiders,"During these seasons, insects such as ants, grasshoppers, ground beetles, and scale insects as well as spiders make up a small part of its diet. In the spring and summer, the bird's diet includes a greater quantity and variety of insects.",6,Diet,skipped_q_clear,inaturalist
E-VQA_4042,Aloe vera,https://en.wikipedia.org/wiki/Aloe_vera,multi_answer,test,2737255,In what type of climate does this plant grow?,In what type of climate does this plant grow?,arid&&semi-tropical climates&&tropical|arid&&semi-tropical climates&&tropical|arid&&semi-tropical climates&&tropical&&Arabian Peninsula,"An evergreen perennial, it originates from the Arabian Peninsula, but grows wild in tropical, semi-tropical, and arid climates around the world. It is cultivated for commercial products, mainly as a topical treatment used over centuries.",0,Aloe vera,"The question 'In what type of climate does this plant grow in the Arabian Peninsula?' contains the phrase 'Arabian Peninsula', which appears verbatim in the evidence as the plant's origin. The evidence states the plant 'originates from the Arabian Peninsula' and then lists the climates it grows in worldwide. The question's specific focus on the Arabian Peninsula could mislead or narrow the answer retrieval, as the expected answer includes climates beyond just the Arabian Peninsula (arid, semi-tropical, tropical).",inaturalist
E-VQA_4043,Alsophila pometaria,https://en.wikipedia.org/wiki/Alsophila_pometaria,multi_answer,test,2689392,what shape is on the top of the egg of this moth?,What shape is on the top of the egg of this moth?,a dot&&ring|A dot&&Ring,Eggs are grayish brown with a dot and ring on the top and are less than 1 mm in diameter.,1,Description,The question 'What shapes are on the top of the egg of this moth?' contains the plural 'shapes' which directly hints at the expected answer 'a dot&&ring' (two shapes). This leaks that the answer consists of multiple shapes rather than a single shape.,inaturalist
E-VQA_4044,Alsophila pometaria,https://en.wikipedia.org/wiki/Alsophila_pometaria,multi_answer,test,2708886,What does the larvae of this insect feed on?,What does the larvae of this insect feed on?,ulmus&&acer&&Fraxinus&&hackberry&&oak&&rose family&&walnut &&willow|deciduous trees&&shrubs|deciduous trees&&shrubs,"The larvae feed on a large variety of deciduous trees and shrubs, including Ulmus, Fraxinus and Acer. Other recorded hosts include hackberry, oak, various members of the rose family, walnut and willow.",2,Biology,skipped_q_clear,inaturalist
E-VQA_4045,Amanita bisporigera,https://en.wikipedia.org/wiki/Amanita_bisporigera,multi_answer,test,2771695,what else rises during the cytotoxic stage of this mushroom toxicity?,What laboratory values change during the cytotoxic stage of this mushroom toxicity?,an increase in prothrombin&&blood levels of ammonia|an increase in prothrombin&&blood levels of ammonia,"Amanita bisporigera is considered the most toxic North American Amanita mushroom, with little variation in toxin content between different fruit bodies. Three subtypes of amatoxin have been described: α-, β, and γ-amanitin.",4,Toxicity,"The question 'What blood levels increase during the cytotoxic stage of this mushroom toxicity?' contains the phrase 'blood levels increase', which directly matches part of the expected answer 'an increase in prothrombin&&blood levels of ammonia'. This leaks the answer structure.",inaturalist
E-VQA_4046,Amanita fulva,https://en.wikipedia.org/wiki/Amanita_fulva,multi_answer,test,2725387,In what type of forest is this mushroom found in North America?,In what type of forest is this mushroom found in North America?,coniferous forests&&deciduous forests|coniferous forests&&deciduous,"Amanita fulva is considered to be widely distributed in North America in deciduous and coniferous forests, although collections could possibly be of a different, yet undescribed species. In addition, the name Amanita fulva has in the past been misapplied to other North American taxa, such as A.",3,Distribution and habitat,skipped_q_clear,inaturalist
E-VQA_4047,Lilac-crowned amazon,https://en.wikipedia.org/wiki/Lilac-crowned_amazon,multi_answer,test,2710313,In what state does this bird live?,In which Mexican states does this bird live?,nayarit&&Sinaloa&&Sonora |nayarit&&Sinaloa,"In Sinaloa and northern Nayarit the geographic range of the lilac-crowned parrot is above 375 meters of elevation and does not reach sea level until southern Nayarit, where it remains so through Jalisco and Oaxaca. The lilac-crowned amazon's natural habitat in Mexico is often threatened.",2,Range and habitat,"The question asks for a single Mexican state, but the expected answer contains three states. The evidence mentions multiple states, making the question ambiguous about which specific state is being asked for.",inaturalist
E-VQA_4048,Ambrosia artemisiifolia,https://en.wikipedia.org/wiki/Ambrosia_artemisiifolia,multi_answer,test,2756329,What part of Africa has this plant naturalized?,Which regions of Africa has this plant naturalized?,southern africa &&temperate northern africa|the southern part of africa&&northern,"Common ragweed, Ambrosia artemisiifolia, is a widespread invasive species, and can become a noxious weed, that has naturalized in: Europe; temperate Asia and the Indian subcontinent; temperate northern and southern Africa and Macaronesia; Oceania in Australia, New Zealand, and Hawaii; and Southwestern North America in ...",4,Invasive species,"The question is clear, does not leak the answer, and directly targets the information present in the evidence. The evidence explicitly lists 'temperate northern and southern Africa' as regions where the plant has naturalized, which matches the expected answer format.",inaturalist
E-VQA_4049,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,What color pigmentation does this amphibian have?,What color pigmentation does this amphibian have?,mottled black&&brown&&yellow|black&&brown&&yellow,"This species, typically 4.1–8.9 cm (1.6–3.5 in) long when mature, is characterized by its mottled black, brown, and yellow pigmentation, and its long outer fourth toe on the hind limbs. Analysis of fossil records, genetics, and biogeography suggest A.",0,Long-toed salamander,skipped_q_clear,inaturalist
E-VQA_4050,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2687425,In what habitat does this amphibian live?,In what habitat does this amphibian live?,temperate rainforests&&coniferous forests&&montane riparian zones&&red fir forests&&semiarid sagebrush&&cheatgrass plains&&alpine meadows&&sagebrush plains&&rocky shores &&mountain lakes|temperate rainforests&&coniferous forests&&montane riparian&&red fir forest&&semiarid sagebrush&&cheatgrass plains&&alpine meadows&&sagebrush plains&&rocky shores&&mountain lakes&&forested understory&&woody debris&&rocks&&mammal burrows|temperate rainforests&&coniferous forests&&montane riparian zones&&red fir forests&&semiarid sagebrush&&cheatgrass plains&&alpine meadows&&sagebrush plains&&rocky shores of mountain lakes&&slow-moving streams&&ponds&&lakes|temperate rainforests&&coniferous forests&&montane riparian&&red fir forest&&semiarid sagebrush&&cheatgrass plains&&alpine meadows&&sagebrush plains,"It lives in a variety of habitats, including temperate rainforests, coniferous forests, montane riparian zones, sagebrush plains, red fir forests, semiarid sagebrush, cheatgrass plains, and alpine meadows along the rocky shores of mountain lakes. It lives in slow-moving streams, ponds, and lakes during its aquatic bree ...",0,Long-toed salamander,skipped_q_clear,inaturalist
E-VQA_4051,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2717978,What color is characteristic of this amphibian?,What color is characteristic of this amphibian?,brown&&yellow&& mottled black|brown&&yellow&&black,"This species, typically 4.1–8.9 cm (1.6–3.5 in) long when mature, is characterized by its mottled black, brown, and yellow pigmentation, and its long outer fourth toe on the hind limbs. Analysis of fossil records, genetics, and biogeography suggest A.",0,Long-toed salamander,skipped_q_clear,inaturalist
E-VQA_4052,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2717978,where does this amphibian store energy during hibernation?,Where does this amphibian store energy reserves during hibernation?,skin&&tail|skin&&tail,"The long-toed salamander hibernates during the cold winter months, surviving on energy reserves stored in the skin and tail. The five subspecies have different genetic and ecological histories, phenotypically expressed in a range of color and skin patterns.",0,Long-toed salamander,"The question 'Which body parts does this amphibian use to store energy during hibernation?' contains the phrase 'body parts', which directly hints at the expected answer format 'skin&&tail' (body parts). This leaks the answer type and structure.",inaturalist
E-VQA_4053,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2687425,What is the origin of this amphibian based on?,What evidence is used to determine the origin of this amphibian?,fossils&&biogeography&&genetics|fossils&&biogeography&&genetics,"macrodactylum into western North America is based on a descriptive account of fossils, genetics, and biogeography. The long-toed salamander's closest living sister species is A.",3,Evolutionary origins,"The question 'What is the origin of this amphibian in terms of region based on?' contains the phrase 'in terms of region', which strongly hints at the expected answer 'biogeography' (one of the three answer components). This constitutes an answer leak as it provides a near-verbatim clue to part of the expected answer.",inaturalist
E-VQA_4054,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2758961,In what type of environment did this salamander live?,In what type of geographical environment did this salamander live?,montane&&temperate forest valleys|montane environments&&temperate forest valleys,"Once situated in the montane regions of western North America, species had to contend with a dynamic spatial and compositional ecology responding to the changes in altitude, as mountains grew and the climate changed. For example, the Pacific Northwest became cooler in the Paleocene, paving the way for temperate forest ...",3,Evolutionary origins,"The question is clear, does not leak the answer, and can be answered using the provided evidence. The evidence mentions 'montane regions' and 'temperate forest', which correspond to the expected answer 'montane&&temperate forest valleys'.",inaturalist
E-VQA_4055,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2758961,What environment would have supported this salamander in the paleogene to neogene?,What environment would have supported this salamander in the Paleogene to Neogene?,temperate forest valleys&&montane|temperate forest valleys&&montane environments,The temperate forest valleys and montane environments of these time periods (Paleogene to Neogene) would have provided the physiographic and ecological features supporting analogs of contemporary Ambystoma macrodactylum habitats. The Cascade Range rose during the mid Pliocene and created a rain shadow effect causing th ...,3,Evolutionary origins,"The question explicitly contains the expected answer 'temperate forest valleys and montane regions', which directly leaks the answer.",inaturalist
E-VQA_4056,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2714132,What color can the dorsal stripe of this amphibian be?,What color can the dorsal stripe of this amphibian be?,tan&&olive-green&&yellow|tan&&olive-green&&yellow,"The body of the long-toed salamander is dusky black with a dorsal stripe of tan, yellow, or olive-green. This stripe can also be broken up into a series of spots.",7,Description,skipped_q_clear,inaturalist
E-VQA_4057,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,What is the color of the blotchy stripe on an adult this amphibian?,What are the colors of the dorsal stripe on an adult this amphibian?,yellow&&green&&dull red|yellow&&green&&dull red,"The body of the long-toed salamander is dusky black with a dorsal stripe of tan, yellow, or olive-green. This stripe can also be broken up into a series of spots.",7,Description,"The question asks about 'blotchy stripe' but the evidence describes a 'dorsal stripe' that can be 'broken up into a series of spots.' The term 'blotchy stripe' does not appear in the evidence, making it ambiguous and not directly retrievable from the provided context.",inaturalist
E-VQA_4058,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2689372,What pattern is present on the skin of an adult this amphibian?,What pattern is visible on the skin of an adult this amphibian?,spots&&dots|spots&&dots,This stripe can also be broken up into a series of spots. The sides of the body can have fine white or pale blue flecks.,7,Description,"The question explicitly includes the answer options 'spots, dots' in parentheses, which directly matches the expected answer 'spots&&dots', leaking the answer.",inaturalist
E-VQA_4059,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2687425,In what state can this amphibian be found?,In what province or state can this amphibian be found?,Montana&&Alaska&&California|alberta&&Montana,"From the Pacific coast, the range extends longitudinally to the eastern foothills of the Rocky Mountains in Montana and Alberta.",8,Habitat and distribution,"The question asks for province or state, but the evidence only mentions Montana (a state) and Alberta (a province). The expected answer includes Alaska and California, which are not mentioned in the evidence. The question cannot be answered from the provided evidence alone.",inaturalist
E-VQA_4060,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2689372,In what California city is this amphibian endemic?,In what California city is this amphibian endemic?,Santa Cruz|monterey bay&&Santa Cruz,"The range includes isolated endemic populations in Monterey Bay and Santa Cruz, California. The distribution reconnects in northeastern Sierra Nevada running continuously along the Pacific Coast to Juneau, Alaska, with populations dotted along the Taku and Stikine River valleys.",8,Habitat and distribution,skipped_q_clear,inaturalist
E-VQA_4061,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2736387,Where can this amphibian be found during breeding season?,Where can this amphibian be found during breeding season?,rivers&&lakes&&ponds&&streams&&debris |rivers&&lakes&&ponds&&streams,"During the spring breeding season, adults can be found under debris or in the shoreline shallows of rivers, streams, lakes, and ponds. Ephemeral waters are often frequented.",8,Habitat and distribution,"The question specifies 'in North America' but the evidence does not mention any geographic location, making the question unanswerable from the given evidence.",inaturalist
E-VQA_4062,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,Where can this amphibian be found?,In which regions can this amphibian be found?,rivers&&streams&&lakes&&ponds&&debris |rivers&&streams&&lakes&&ponds,"During the spring breeding season, adults can be found under debris or in the shoreline shallows of rivers, streams, lakes, and ponds. Ephemeral waters are often frequented.",8,Habitat and distribution,"The question is clear, does not leak the answer, and directly guides retrieval to the relevant evidence about the amphibian's habitat regions.",inaturalist
E-VQA_4063,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2736387,In what area of California does this amphibian live?,In what specific locations in California does this amphibian live?,Santa Cruz&&Monterey Bay|santa cruz&&Monterey Bay,"The range includes isolated endemic populations in Monterey Bay and Santa Cruz, California. The distribution reconnects in northeastern Sierra Nevada running continuously along the Pacific Coast to Juneau, Alaska, with populations dotted along the Taku and Stikine River valleys.",8,Habitat and distribution,"The question asks for a specific county, but the evidence mentions only Monterey Bay and Santa Cruz (which could be cities, counties, or regions). The evidence does not explicitly state these are counties, making the question ambiguous and potentially unanswerable from the given context.",inaturalist
E-VQA_4064,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,In what valley can this amphibian be found in Alaska?,In what type of Alaskan habitat can this amphibian be found?,Taku river&&Stikine River|the taku river&&Stikine River,"The long-toed salamander is an ecologically versatile species living in a variety of habitats, ranging from temperate rainforests, coniferous forests, montane riparian, sagebrush plains, red fir forest, semiarid sagebrush, cheatgrass plains, to alpine meadows along the rocky shores of mountain lakes. Adults can be loca ...",8,Habitat and distribution,"The question asks for a specific river valley, but the evidence only mentions general habitat types without naming any specific valleys. The expected answer contains specific river names not found in the evidence.",inaturalist
E-VQA_4065,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2687425,What river valley contains this amphibian populations?,What river valley in British Columbia contains this amphibian population?,Stikine&&Taku|the stikine&&Taku,"The distribution reconnects in northeastern Sierra Nevada running continuously along the Pacific Coast to Juneau, Alaska, with populations dotted along the Taku and Stikine River valleys. From the Pacific coast, the range extends longitudinally to the eastern foothills of the Rocky Mountains in Montana and Alberta.",8,Habitat and distribution,"The question is specific, references the correct location (British Columbia), and does not leak the answer. The evidence mentions the Taku and Stikine River valleys, which are in British Columbia, allowing the answer to be retrieved.",inaturalist
E-VQA_4066,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2785026,What do these amphibians hide under?,What do these amphibians hide under in their natural habitat?,woody debris&&rocks&&mammal burrows|burrows&&woody debris&&rocks,"Adults can be located in forested understory, hiding under coarse woody debris, rocks, and in small mammal burrows. During the spring breeding season, adults can be found under debris or in the shoreline shallows of rivers, streams, lakes, and ponds.",8,Habitat and distribution,"The question is clear, does not leak the answer, and directly guides the model to the relevant evidence about where amphibians hide.",inaturalist
