wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids,data_id
Cabo da Roca Lighthouse,https://en.wikipedia.org/wiki/Cabo_da_Roca_Lighthouse,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,22,0,0,0,infoseek,0,0,0,oven_05019945,infoseek_val_00052337
Power inverter,https://en.wikipedia.org/wiki/Power_inverter,What product does this item produce?,What product does this item produce?,String,alternating current,0,0,0,infoseek,0,0,0,oven_05056500,infoseek_val_00052388
Monte Carlo Casino,https://en.wikipedia.org/wiki/Monte_Carlo_Casino,What date was the earliest written record of this building?,What date was the earliest written record of this building?,Time,1856 12 14,0,0,0,infoseek,0,0,0,oven_05010826,infoseek_val_00052447
Aporia crataegi,https://en.wikipedia.org/wiki/Aporia_crataegi,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Aporia,0,0,0,infoseek,0,0,0,oven_05037989,infoseek_val_00052487
Sable antelope,https://en.wikipedia.org/wiki/Sable_antelope,What is the highest observed lifespan of this animal?,What is the highest observed lifespan of this animal?,Numerical,22.2,0,0,0,infoseek,0,0,0,oven_05050520,infoseek_val_00052510
Fomitopsis pinicola,https://en.wikipedia.org/wiki/Fomitopsis_pinicola,What is the spore print color of this plant?,What is the spore print color of this plant?,String,yellow,0,0,0,infoseek,0,0,0,oven_05032366,infoseek_val_00052546
Huaca de la Luna,https://en.wikipedia.org/wiki/Huaca_de_la_Luna,Which culture is associated with this building?,Which culture is associated with this building?,String,Moche culture,0,0,0,infoseek,0,0,0,oven_05024867,infoseek_val_00052555
Eurasian oystercatcher,https://en.wikipedia.org/wiki/Eurasian_oystercatcher,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Haematopus,0,0,0,infoseek,0,0,0,oven_05042344,infoseek_val_00052567
Parasitic jaeger,https://en.wikipedia.org/wiki/Parasitic_jaeger,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Stercorarius,0,0,0,infoseek,0,0,0,oven_05038343,infoseek_val_00052572
Ford Ranger (Americas),https://en.wikipedia.org/wiki/Ford_Ranger_(Americas),What is the immediately prior item that this vehicle follows in a series?,What is the immediately prior item that this vehicle follows in a series?,String,Ford Courier,0,0,0,infoseek,0,0,0,oven_05010206,infoseek_val_00052574
Mountain chickadee,https://en.wikipedia.org/wiki/Mountain_chickadee,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Poecile,0,0,0,infoseek,0,0,0,oven_05045510,infoseek_val_00052604
Pelargonium peltatum,https://en.wikipedia.org/wiki/Pelargonium_peltatum,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Pelargonium,0,0,0,infoseek,0,0,0,oven_05068674,infoseek_val_00052622
Tupolev Tu-134,https://en.wikipedia.org/wiki/Tupolev_Tu-134,In which year did this aircraft come into service?,In which year did this aircraft come into service?,Time,1967,0,0,0,infoseek,0,0,0,oven_05009851,infoseek_val_00052643
Trausnitz Castle,https://en.wikipedia.org/wiki/Trausnitz_Castle,What is the architectural style of this building?,What is the architectural style of this building?,String,Renaissance architecture,0,0,0,infoseek,0,0,0,oven_05015590,infoseek_val_00052658
Royal Andalusian School of Equestrian Art,https://en.wikipedia.org/wiki/Royal_Andalusian_School_of_Equestrian_Art,What country does this place belong to?,What country does this place belong to?,String,Spain,0,0,0,infoseek,0,0,0,oven_05025453,infoseek_val_00052700
Oklahoma City National Memorial,https://en.wikipedia.org/wiki/Oklahoma_City_National_Memorial,Which building or structure has been replaced by the building in the image?,Which building or structure has been replaced by the building in the image?,String,Alfred P. Murrah Federal Building,0,0,0,infoseek,0,0,0,oven_05015236,infoseek_val_00052782
Lake Orestiada,https://en.wikipedia.org/wiki/Lake_Orestiada,Which city or region does this lake locate in?,Which city or region does this lake locate in?,String,Western Macedonia,0,0,0,infoseek,0,0,0,oven_05022725,infoseek_val_00052783
Glasgow Cathedral,https://en.wikipedia.org/wiki/Glasgow_Cathedral,Which christian liturgical rite is this building associated with?,Which christian liturgical rite is this building associated with?,String,Church of Scotland,0,0,0,infoseek,0,0,0,oven_05023782,infoseek_val_00052805
Lantana camara,https://en.wikipedia.org/wiki/Lantana_camara,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Lantana,0,0,0,infoseek,0,0,0,oven_05037865,infoseek_val_00052825
Gračanica Monastery,https://en.wikipedia.org/wiki/Gra%C4%8Danica_Monastery,What country does this building belong to?,What country does this building belong to?,String,Kosovo,0,0,0,infoseek,0,0,0,oven_05022038,infoseek_val_00052884
Andropogon glomeratus,https://en.wikipedia.org/wiki/Andropogon_glomeratus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Andropogon,0,0,0,infoseek,0,0,0,oven_05033764,infoseek_val_00052934
Calocedrus decurrens,https://en.wikipedia.org/wiki/Calocedrus_decurrens,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Calocedrus,0,0,0,infoseek,0,0,0,oven_05031777,infoseek_val_00052935
Trillium chloropetalum,https://en.wikipedia.org/wiki/Trillium_chloropetalum,What is the basionym of this plant?,What is the basionym of this plant?,String,Trillium sessile var. chloropetalum,0,0,0,infoseek,0,0,0,oven_05044133,infoseek_val_00052999
Jungle cat,https://en.wikipedia.org/wiki/Jungle_cat,where do you usually find this animal?,where do you usually find this animal?,String,forest,0,0,0,infoseek,0,0,0,oven_05049697,infoseek_val_00053001
Miso,https://en.wikipedia.org/wiki/Miso,What type of cuisine is this food?,What type of cuisine is this food?,String,Japanese cuisine,0,0,0,infoseek,0,0,0,oven_05064075,infoseek_val_00053022
Rhododendron maximum,https://en.wikipedia.org/wiki/Rhododendron_maximum,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Rhododendron,0,0,0,infoseek,0,0,0,oven_05039941,infoseek_val_00053043
Cornus,https://en.wikipedia.org/wiki/Cornus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Cornaceae,0,0,0,infoseek,0,0,0,oven_05069422,infoseek_val_00053156
Shwezigon Pagoda,https://en.wikipedia.org/wiki/Shwezigon_Pagoda,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Nyaung-U,0,0,0,infoseek,0,0,0,oven_05022821,infoseek_val_00053279
Cabo da Roca Lighthouse,https://en.wikipedia.org/wiki/Cabo_da_Roca_Lighthouse,In which year did this building come into service?,In which year did this building come into service?,Time,1772,0,0,0,infoseek,0,0,0,oven_05019964,infoseek_val_00053298
White-lipped snail,https://en.wikipedia.org/wiki/White-lipped_snail,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Cepaea,0,0,0,infoseek,0,0,0,oven_05043820,infoseek_val_00053422
Coriander,https://en.wikipedia.org/wiki/Coriander,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Coriandrum,0,0,0,infoseek,0,0,0,oven_05063651,infoseek_val_00053448
Warsaw Uprising Monument,https://en.wikipedia.org/wiki/Warsaw_Uprising_Monument,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,10,0,0,0,infoseek,0,0,0,oven_05019892,infoseek_val_00053495
Panoquina ocola,https://en.wikipedia.org/wiki/Panoquina_ocola,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Panoquina,0,0,0,infoseek,0,0,0,oven_05045042,infoseek_val_00053525
Actaea racemosa,https://en.wikipedia.org/wiki/Actaea_racemosa,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Actaea,0,0,0,infoseek,0,0,0,oven_05040123,infoseek_val_00053555
Amberd,https://en.wikipedia.org/wiki/Amberd,What is the sea level in metre of this building?,What is the sea level in metre of this building?,Numerical,2300,0,0,0,infoseek,0,0,0,oven_05024047,infoseek_val_00053710
Agapia Monastery,https://en.wikipedia.org/wiki/Agapia_Monastery,What is the location of this place?,What is the location of this place?,String,Agapia,0,0,0,infoseek,0,0,0,oven_05012896,infoseek_val_00053745
Long-billed curlew,https://en.wikipedia.org/wiki/Long-billed_curlew,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Numenius,0,0,0,infoseek,0,0,0,oven_05037227,infoseek_val_00053777
Vologda,https://en.wikipedia.org/wiki/Vologda,Which body of water is this place located in or next to?,Which body of water is this place located in or next to?,String,Vologda River,0,0,0,infoseek,0,0,0,oven_05014222,infoseek_val_00053811
La Recoleta Cemetery,https://en.wikipedia.org/wiki/La_Recoleta_Cemetery,What country does this facility belong to?,What country does this facility belong to?,String,Argentina,0,0,0,infoseek,0,0,0,oven_05015757,infoseek_val_00053962
Lamborghini Gallardo,https://en.wikipedia.org/wiki/Lamborghini_Gallardo,How heavy does this vehicle typically grow up to in terms of kilogram?,How heavy does this vehicle typically grow up to in terms of kilogram?,Numerical,1520,0,0,0,infoseek,0,0,0,oven_05010674,infoseek_val_00053985
Gingham,https://en.wikipedia.org/wiki/Gingham,"What pattern, design or motif is applied to the surface of this material?","What pattern, design or motif is applied to the surface of this material?",String,check,0,0,0,infoseek,0,0,0,oven_05055603,infoseek_val_00053996
Lovage,https://en.wikipedia.org/wiki/Lovage,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Levisticum,0,0,0,infoseek,0,0,0,oven_05063707,infoseek_val_00054010
Postelsia,https://en.wikipedia.org/wiki/Postelsia,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Postelsia,0,0,0,infoseek,0,0,0,oven_05033155,infoseek_val_00054098
Diphasiastrum digitatum,https://en.wikipedia.org/wiki/Diphasiastrum_digitatum,What is the basionym of this plant?,What is the basionym of this plant?,String,Lycopodium digitatum,0,0,0,infoseek,0,0,0,oven_05036430,infoseek_val_00054119
Pont du Carrousel,https://en.wikipedia.org/wiki/Pont_du_Carrousel,Which city or region does this bridge locate in?,Which city or region does this bridge locate in?,String,Paris,0,0,0,infoseek,0,0,0,oven_05020932,infoseek_val_00054132
Aysgarth Falls,https://en.wikipedia.org/wiki/Aysgarth_Falls,Which historic county does this place belong to?,Which historic county does this place belong to?,String,Yorkshire,0,0,0,infoseek,0,0,0,oven_05016859,infoseek_val_00054173
Red-legged honeycreeper,https://en.wikipedia.org/wiki/Red-legged_honeycreeper,What is the length of the incubation period (in day) of this bird's egg?,What is the length of the incubation period (in day) of this bird's egg?,Numerical,12,0,0,0,infoseek,0,0,0,oven_05042212,infoseek_val_00054313
Syringa,https://en.wikipedia.org/wiki/Syringa,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Ligustrinae,0,0,0,infoseek,0,0,0,oven_05068985,infoseek_val_00054316
Hanauma Bay,https://en.wikipedia.org/wiki/Hanauma_Bay,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Honolulu County,0,0,0,infoseek,0,0,0,oven_05020558,infoseek_val_00054329
Western cottonmouth,https://en.wikipedia.org/wiki/Agkistrodon_piscivorus_leucostoma,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Agkistrodon piscivorus,0,0,0,infoseek,0,0,0,oven_05035424,infoseek_val_00054388
Oregon Coast Scenic Railroad,https://en.wikipedia.org/wiki/Oregon_Coast_Scenic_Railroad,What country does this building belong to?,What country does this building belong to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_05024941,infoseek_val_00054405
Buchlovice Castle,https://en.wikipedia.org/wiki/Buchlovice_Castle,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Buchlovice,0,0,0,infoseek,0,0,0,oven_05011603,infoseek_val_00054417
Saint Gregory the Great Parish Church (Majayjay),https://en.wikipedia.org/wiki/Saint_Gregory_the_Great_Parish_Church_(Majayjay),What is this building dedicated to?,What is this building dedicated to?,String,Gregory I,0,0,0,infoseek,0,0,0,oven_05012251,infoseek_val_00054432
Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,On what date did this building officially open?,On what date did this building officially open?,Time,2005 5 30,0,0,0,infoseek,0,0,0,oven_05018307,infoseek_val_00054471
Salvia columbariae,https://en.wikipedia.org/wiki/Salvia_columbariae,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Salvia,0,0,0,infoseek,0,0,0,oven_05035585,infoseek_val_00054529
Black-legged kittiwake,https://en.wikipedia.org/wiki/Black-legged_kittiwake,What is the length of the wingspan in metre of this bird?,What is the length of the wingspan in metre of this bird?,Numerical,0.96,0,0,0,infoseek,0,0,0,oven_05045854,infoseek_val_00054619
Yak,https://en.wikipedia.org/wiki/Domestic_yak,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Bos,0,0,0,infoseek,0,0,0,oven_05050427,infoseek_val_00054715
Josselin Castle,https://en.wikipedia.org/wiki/Josselin_Castle,What country does this building belong to?,What country does this building belong to?,String,France,0,0,0,infoseek,0,0,0,oven_05020150,infoseek_val_00054726
Lookout,https://en.wikipedia.org/wiki/Lookout,What is the location of this person?,What is the location of this person?,String,crow's nest,0,0,0,infoseek,0,0,0,oven_04947527,infoseek_val_00054824
Sea otter,https://en.wikipedia.org/wiki/Sea_otter,What is the length of a female of this animal in centimetre?,What is the length of a female of this animal in centimetre?,Numerical,140,0,0,0,infoseek,0,0,0,oven_05043226,infoseek_val_00054857
Cardisoma guanhumi,https://en.wikipedia.org/wiki/Cardisoma_guanhumi,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Cardisoma,0,0,0,infoseek,0,0,0,oven_05036673,infoseek_val_00054974
Hoopoe,https://en.wikipedia.org/wiki/Hoopoe,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Bucerotiformes,0,0,0,infoseek,0,0,0,oven_05048281,infoseek_val_00054983
Celastrina lucia,https://en.wikipedia.org/wiki/Celastrina_lucia,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Celastrina,0,0,0,infoseek,0,0,0,oven_05040963,infoseek_val_00054995
"Avenue of Stars, Hong Kong","https://en.wikipedia.org/wiki/Avenue_of_Stars,_Hong_Kong",Which city or region does this place locate in?,Which city or region does this place locate in?,String,Hong Kong,0,0,0,infoseek,0,0,0,oven_05018279,infoseek_val_00055030
Blackneck garter snake,https://en.wikipedia.org/wiki/Blackneck_garter_snake,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Garter snake,0,0,0,infoseek,0,0,0,oven_05029971,infoseek_val_00055035
"Marble Church, Bodelwyddan","https://en.wikipedia.org/wiki/Marble_Church,_Bodelwyddan",What is the location of this building?,What is the location of this building?,String,Bodelwyddan,0,0,0,infoseek,0,0,0,oven_05013228,infoseek_val_00055126
Orobanche fasciculata,https://en.wikipedia.org/wiki/Orobanche_fasciculata,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Orobanche,0,0,0,infoseek,0,0,0,oven_05041321,infoseek_val_00055200
Marina Beach,https://en.wikipedia.org/wiki/Marina_Beach,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Chennai,0,0,0,infoseek,0,0,0,oven_05011373,infoseek_val_00055253
Coq au vin,https://en.wikipedia.org/wiki/Coq_au_vin,What is the country of origin of this food?,What is the country of origin of this food?,String,France,0,0,0,infoseek,0,0,0,oven_05064171,infoseek_val_00055259
Flying gurnard,https://en.wikipedia.org/wiki/Flying_gurnard,What is the closest upper taxonomy of this fish?,What is the closest upper taxonomy of this fish?,String,Dactylopterus,0,0,0,infoseek,0,0,0,oven_05051406,infoseek_val_00055277
Cascabela thevetia,https://en.wikipedia.org/wiki/Cascabela_thevetia,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Cascabela,0,0,0,infoseek,0,0,0,oven_05066059,infoseek_val_00055358
Cautleya spicata,https://en.wikipedia.org/wiki/Cautleya_spicata,What is the basionym of this plant?,What is the basionym of this plant?,String,Roscoea spicata,0,0,0,infoseek,0,0,0,oven_05027183,infoseek_val_00055373
Rock dove,https://en.wikipedia.org/wiki/Rock_dove,how many millimetre is the wingspan of this bird?,how many millimetre is the wingspan of this bird?,Numerical,678.0-702.0,0,0,0,infoseek,0,0,0,oven_05046320,infoseek_val_00055406
Thames Barrier,https://en.wikipedia.org/wiki/Thames_Barrier,who/what operates this place?,who/what operates this place?,String,Greater London Council,0,0,0,infoseek,0,0,0,oven_05016563,infoseek_val_00055444
Cucurbita moschata,https://en.wikipedia.org/wiki/Cucurbita_moschata,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Cucurbita,0,0,0,infoseek,0,0,0,oven_05067442,infoseek_val_00055517
Clintonia uniflora,https://en.wikipedia.org/wiki/Clintonia_uniflora,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Clintonia,0,0,0,infoseek,0,0,0,oven_05029773,infoseek_val_00055533
Bombus vagans,https://en.wikipedia.org/wiki/Bombus_vagans,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Bombus,0,0,0,infoseek,0,0,0,oven_05032002,infoseek_val_00055568
Argia sedula,https://en.wikipedia.org/wiki/Argia_sedula,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Argia,0,0,0,infoseek,0,0,0,oven_05036764,infoseek_val_00055593
Common whitetail,https://en.wikipedia.org/wiki/Common_whitetail,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Plathemis,0,0,0,infoseek,0,0,0,oven_05045026,infoseek_val_00055632
Deinacrida rugosa,https://en.wikipedia.org/wiki/Deinacrida_rugosa,Which place is this insect endemic to?,Which place is this insect endemic to?,String,New Zealand,0,0,0,infoseek,0,0,0,oven_05032573,infoseek_val_00055691
Oat,https://en.wikipedia.org/wiki/Oat,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Avena,0,0,0,infoseek,0,0,0,oven_05067178,infoseek_val_00055697
Lion Rock,https://en.wikipedia.org/wiki/Lion_Rock,What is the height of this place in terms of metre above sea level?,What is the height of this place in terms of metre above sea level?,Numerical,495,0,0,0,infoseek,0,0,0,oven_05022393,infoseek_val_00055707
Mertensia paniculata,https://en.wikipedia.org/wiki/Mertensia_paniculata,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Mertensia,0,0,0,infoseek,0,0,0,oven_05037067,infoseek_val_00055901
Dresden Hauptbahnhof,https://en.wikipedia.org/wiki/Dresden_Hauptbahnhof,who/what operates this building?,who/what operates this building?,String,DB Station&Service,0,0,0,infoseek,0,0,0,oven_05013877,infoseek_val_00055904
Ambrosia artemisiifolia,https://en.wikipedia.org/wiki/Ambrosia_artemisiifolia,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Ambrosia,0,0,0,infoseek,0,0,0,oven_05040739,infoseek_val_00056143
Convenience,https://en.wikipedia.org/wiki/Convenience,What kind of effect does this object have?,What kind of effect does this object have?,String,improvement,0,0,0,infoseek,0,0,0,oven_04945883,infoseek_val_00056191
Lotus Temple,https://en.wikipedia.org/wiki/Lotus_Temple,In which year did this place officially open?,In which year did this place officially open?,Time,1986,0,0,0,infoseek,0,0,0,oven_05011114,infoseek_val_00056226
Vervet monkey,https://en.wikipedia.org/wiki/Vervet_monkey,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Chlorocebus,0,0,0,infoseek,0,0,0,oven_05040370,infoseek_val_00056231
Alarm device,https://en.wikipedia.org/wiki/Alarm_device,What kind of effect does this item have?,What kind of effect does this item have?,String,signal|warning,0,0,0,infoseek,0,0,0,oven_05051641,infoseek_val_00056377
Megisto cymela,https://en.wikipedia.org/wiki/Megisto_cymela,how many millimetre is the wingspan of this insect?,how many millimetre is the wingspan of this insect?,Numerical,29.0-42.0,0,0,0,infoseek,0,0,0,oven_05037760,infoseek_val_00056422
Papilio troilus,https://en.wikipedia.org/wiki/Papilio_troilus,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Papilio,0,0,0,infoseek,0,0,0,oven_05036621,infoseek_val_00056431
Dythemis velox,https://en.wikipedia.org/wiki/Dythemis_velox,"What is the conservation status of this insect? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this insect? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_05040450,infoseek_val_00056433
Le Reculet,https://en.wikipedia.org/wiki/Le_Reculet,What is the sea level in metre of this mountain?,What is the sea level in metre of this mountain?,Numerical,1717,0,0,0,infoseek,0,0,0,oven_05015713,infoseek_val_00056441
Confederation Bridge,https://en.wikipedia.org/wiki/Confederation_Bridge,What country does this island belong to?,What country does this island belong to?,String,Canada,0,0,0,infoseek,0,0,0,oven_05018959,infoseek_val_00056501
Pseudognaphalium obtusifolium,https://en.wikipedia.org/wiki/Pseudognaphalium_obtusifolium,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Pseudognaphalium,0,0,0,infoseek,0,0,0,oven_05037469,infoseek_val_00056532
Thymus serpyllum,https://en.wikipedia.org/wiki/Thymus_serpyllum,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Thymus,0,0,0,infoseek,0,0,0,oven_05069278,infoseek_val_00056698
Fish,https://en.wikipedia.org/wiki/Fish,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Gnathostomata,0,0,0,infoseek,0,0,0,oven_04945837,infoseek_val_00056722
Hazuri Bagh Baradari,https://en.wikipedia.org/wiki/Hazuri_Bagh_Baradari,What country does this place belong to?,What country does this place belong to?,String,Pakistan,0,0,0,infoseek,0,0,0,oven_05015914,infoseek_val_00056739
Medici Fountain,https://en.wikipedia.org/wiki/Medici_Fountain,Who are the structure engineers of this building?,Who are the structure engineers of this building?,String,Tommaso Francini,0,0,0,infoseek,0,0,0,oven_05023069,infoseek_val_00056743
Rila,https://en.wikipedia.org/wiki/Rila,What is the sea level in metre of this mountain?,What is the sea level in metre of this mountain?,Numerical,2925,0,0,0,infoseek,0,0,0,oven_05016609,infoseek_val_00056754
Blue grosbeak,https://en.wikipedia.org/wiki/Blue_grosbeak,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Passerina,0,0,0,infoseek,0,0,0,oven_05037055,infoseek_val_00056763
Tephrosia virginiana,https://en.wikipedia.org/wiki/Tephrosia_virginiana,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Tephrosia,0,0,0,infoseek,0,0,0,oven_05035556,infoseek_val_00056791
Bénédictine,https://en.wikipedia.org/wiki/B%C3%A9n%C3%A9dictine,Who is the discoverer or inventor of this drink?,Who is the discoverer or inventor of this drink?,String,Alexandre Le Grand,0,0,0,infoseek,0,0,0,oven_05064468,infoseek_val_00056805
Asplenium rhizophyllum,https://en.wikipedia.org/wiki/Asplenium_rhizophyllum,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Asplenium,0,0,0,infoseek,0,0,0,oven_05035498,infoseek_val_00056826
Prohodna,https://en.wikipedia.org/wiki/Prohodna,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Karlukovo,0,0,0,infoseek,0,0,0,oven_05026380,infoseek_val_00056865
Red-throated loon,https://en.wikipedia.org/wiki/Red-throated_loon,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_05043068,infoseek_val_00056959
Lohagad,https://en.wikipedia.org/wiki/Lohagad,which mountain range is this place belong to?,which mountain range is this place belong to?,String,Western Ghats,0,0,0,infoseek,0,0,0,oven_05021409,infoseek_val_00056998
Okenia rosacea,https://en.wikipedia.org/wiki/Okenia_rosacea,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Okenia,0,0,0,infoseek,0,0,0,oven_05037945,infoseek_val_00057004
Temple of Athena (Paestum),https://en.wikipedia.org/wiki/Temple_of_Athena_(Paestum),What is the location of this building?,What is the location of this building?,String,Paestum,0,0,0,infoseek,0,0,0,oven_05021716,infoseek_val_00057008
De Havilland Canada DHC-6 Twin Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,What is the maximum capacity of this aircraft?,What is the maximum capacity of this aircraft?,Numerical,19,0,0,0,infoseek,0,0,0,oven_00004044,infoseek_val_00057059
Chamaedaphne,https://en.wikipedia.org/wiki/Chamaedaphne,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Ericaceae,0,0,0,infoseek,0,0,0,oven_05034509,infoseek_val_00057092
Golden-crowned sparrow,https://en.wikipedia.org/wiki/Golden-crowned_sparrow,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Zonotrichia,0,0,0,infoseek,0,0,0,oven_05046098,infoseek_val_00057126
Batalha Monastery,https://en.wikipedia.org/wiki/Batalha_Monastery,What is the architectural style of this building?,What is the architectural style of this building?,String,Manueline|Gothic architecture,0,0,0,infoseek,0,0,0,oven_05020590,infoseek_val_00057139
Cahors Cathedral,https://en.wikipedia.org/wiki/Cahors_Cathedral,What is this building dedicated to?,What is this building dedicated to?,String,Stephen,0,0,0,infoseek,0,0,0,oven_05012973,infoseek_val_00057198
Palafoxia callosa,https://en.wikipedia.org/wiki/Palafoxia_callosa,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Palafoxia,0,0,0,infoseek,0,0,0,oven_05029588,infoseek_val_00057239
Hermitage of El Rocío,https://en.wikipedia.org/wiki/Hermitage_of_El_Roc%C3%ADo,What country does this building belong to?,What country does this building belong to?,String,Spain,0,0,0,infoseek,0,0,0,oven_05015347,infoseek_val_00057309
Pachysphinx modesta,https://en.wikipedia.org/wiki/Pachysphinx_modesta,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Pachysphinx,0,0,0,infoseek,0,0,0,oven_05040808,infoseek_val_00057325
Nougat,https://en.wikipedia.org/wiki/Nougat,What is the country of origin of this food?,What is the country of origin of this food?,String,Italy,0,0,0,infoseek,0,0,0,oven_05062875,infoseek_val_00057328
Pantherophis alleghaniensis,https://en.wikipedia.org/wiki/Pantherophis_alleghaniensis,Where is this animal native to?,Where is this animal native to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_05034272,infoseek_val_00057404
Elephant,https://en.wikipedia.org/wiki/Elephant,What is the height of this animal in metre?,What is the height of this animal in metre?,Numerical,4,0,0,0,infoseek,0,0,0,oven_04945756,infoseek_val_00057476
Green and black poison dart frog,https://en.wikipedia.org/wiki/Green_and_black_poison_dart_frog,"What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_05029534,infoseek_val_00057492
